施設名,所在地,緯度,経度,電話番号,URL
そらまめハウス,代田4-38-52,35.658146111331504,139.65602297851117,,https://www.facebook.com/Playpark.Setagaya
おでかけひろば一空（いっくう）,代沢1-25-11,35.65614415610063,139.67607212408043,,http://www.facebook.com/odekake1kuu/
子育てステーション烏山,南烏山5-17-5,35.66682097561309,139.601319820679,,http://www.city.setagaya.lg.jp/kurashi/103/128/454/d00019245.html
教育相談室烏山分室,南烏山4-26-2,35.67187634005433,139.6014258188966,,http://www.city.setagaya.lg.jp/shisetsu/1208/d00005676.html
おでかけひろば  ぶりっじ＠roka,南烏山2-30-11,35.669260760824244,139.6077466616373,,http://blog.livedoor.jp/bridgeroka/files/map.html
ぽっぽちゃんひろば,世田谷区上北沢3-1-19　福音寮3F,35.6661821499062,139.62695743010192,,http://www.fukuinryo.or.jp/kosodate.html
おでかけひろば　ぼっこ,北沢5-14-10,35.669731411555794,139.66698055772792,,http://osekkai.jimdo.com/
あずさわ児童館,板橋区小豆沢3-9-2-103,35.78055254,139.69601740000002,03-3966-2825,http://www.city.itabashi.tokyo.jp/c_sections/azuj/index.html
大山東児童館,板橋区大山東町8-7,35.74746404,139.70610180000003,03-3579-6767,http://www.city.itabashi.tokyo.jp/c_sections/oyamahj/index.html
上板橋児童館,板橋区上板橋2-3-8,35.76169547,139.6737793,03-3933-6970,http://www.city.itabashi.tokyo.jp/c_sections/kamij/index.html
紅梅児童館,板橋区徳丸6-2-10,35.77640453,139.66308180000001,03-3934-6477,http://www.city.itabashi.tokyo.jp/c_sections/kobaij/index.html
さかうえ児童館,板橋区小豆沢1-20-17,35.77569326,139.70229809999998,03-3965-9733,http://www.city.itabashi.tokyo.jp/c_sections/sakauej/index.html
清水児童館,板橋区清水町72-7,35.76538538,139.70460490000002,03-3963-3313,http://www.city.itabashi.tokyo.jp/c_sections/shimizuj/index.html
志村児童館,板橋区志村2-16-11,35.7749649,139.68583180000002,03-3969-5881,http://www.city.itabashi.tokyo.jp/c_sections/shimuj/index.html
志村橋児童館,板橋区舟渡3-6-3,35.79354685,139.6801598,03-3966-6849,http://www.city.itabashi.tokyo.jp/c_sections/sbashij/index.html
しらさぎ児童館,板橋区成増5-19-4,35.78805343,139.6339624,03-3979-3895,http://www.city.itabashi.tokyo.jp/c_sections/shiraj/index.html
新河岸児童館,板橋区新河岸1-3-2-101,35.793763299999995,139.664161,03-3937-8337,http://www.city.itabashi.tokyo.jp/c_sections/shingaj/index.html
高島平児童館,板橋区高島平3-12-28,35.78700132,139.6587415,03-3979-3894,http://www.city.itabashi.tokyo.jp/c_sections/takaj/index.html
東新児童館,板橋区東新町2-43-5,35.75259118,139.6806096,03-3972-8020,http://www.city.itabashi.tokyo.jp/c_sections/toshinj/index.html
なります児童館,板橋区成増3-34-21,35.78117464,139.63150359999997,03-3939-6502,http://www.city.itabashi.tokyo.jp/c_sections/narij/index.html
西徳児童館,板橋区西台4-4-37,35.77020916,139.6680585,03-3936-2409,http://www.city.itabashi.tokyo.jp/c_sections/nishitoj/index.html
蓮根児童館,板橋区蓮根2-6-15,35.78129924,139.6765946,03-3968-0688,http://www.city.itabashi.tokyo.jp/c_sections/hasuj/index.html
蓮根第二児童館,板橋区蓮根3-15-1-104,35.78903786,139.6765475,03-3969-5582,http://www.city.itabashi.tokyo.jp/c_sections/hasu3j/index.html
はすのみ児童館,板橋区高島平1-50-2,35.78405849,139.671563,03-3934-5980,http://www.city.itabashi.tokyo.jp/c_sections/hasunoj/index.html
氷川児童館,板橋区氷川町24-2,35.75436514,139.70516740000002,03-3961-5723,http://www.city.itabashi.tokyo.jp/c_sections/hikawaj/index.html
富士見台児童館,板橋区前野町1-8-1,35.76401331,139.69623,03-3965-8524,http://www.city.itabashi.tokyo.jp/c_sections/fujimij/index.html
緑が丘児童館,板橋区中台3-27-2,35.77326021,139.6791025,03-3934-4176,http://www.city.itabashi.tokyo.jp/c_sections/midorij/index.html
南板橋児童館,板橋区板橋1-39-1,35.74779264,139.7149683,03-3963-4518,http://www.city.itabashi.tokyo.jp/c_sections/mitaj/index.html
南前野児童館,板橋区前野町2-23-1,35.7657545,139.6882041,03-3967-3870,http://www.city.itabashi.tokyo.jp/c_sections/mmaenoj/index.html
向原児童館,板橋区向原1-18-5,35.74247383,139.6848543,03-3974-6736,http://www.city.itabashi.tokyo.jp/c_sections/mukaij/index.html
弥生児童館,板橋区弥生町16-3,35.75316198,139.6942392,03-3956-8311,http://www.city.itabashi.tokyo.jp/c_sections/yayoij/index.html
ゆりの木児童館,板橋区赤塚新町3-32-11-209,35.76922728,139.6386133,03-3977-2651,http://www.city.itabashi.tokyo.jp/c_sections/yurij/index.html
子ども家庭支援センター,板橋区栄町36-1,35.75096502,139.70531640000002,03-3579-2656,http://www.city.itabashi.tokyo.jp/c_kurashi/009/009826.html
赤塚児童館,板橋区赤塚6-38-1,35.77884326,139.6449369,03-3938-8821,http://www.city.itabashi.tokyo.jp/c_sections/akaj/index.html
こども発達支援センター,練馬区光が丘3-1-1,35.75399596,139.63065690000002,03-3975-6251,
栄町児童館,練馬区栄町40-7,35.7394713,139.6710343,03-3994-3287,
中村児童館,練馬区中村2-25-3,35.73178056,139.6421563,03-3998-4890,
平和台児童館,練馬区平和台2-18-14,35.76007643,139.6615122,03-3933-0297,
春日町児童館,練馬区春日町2-28-3,35.75702518,139.6462502,03-3998-8799,
北町児童館,練馬区北町1-19-17,35.76411586,139.6678746,03-3931-5481,
光が丘児童館,練馬区光が丘1-3-1,35.76774993,139.6391004,03-3975-7137,
光が丘なかよし児童館,練馬区光が丘2-9-6,35.75953299,139.63000300000002,03-5997-7720,
土支田児童館,練馬区土支田2-32-8,35.76351856,139.61362130000003,03-3925-4784,
南田中児童館,練馬区南田中5-15-25,35.73789985,139.61150700000002,03-3995-5534,
三原台児童館,練馬区三原台2-11-29,35.75719653,139.6063417,03-3924-8796,
石神井児童館,練馬区石神井町7-28-21,35.74466144,139.59813880000002,03-3996-3800,
石神井台児童館,練馬区石神井台2-18-13,35.73570141,139.5896457,03-3995-8267,
上石神井児童館,練馬区上石神井1-5-2,35.72564509,139.5924138,03-3929-0999,
関町児童館,練馬区関町南4-15-7-102,35.72268641,139.57225549999998,03-3920-1601,
東大泉児童館,練馬区東大泉7-20-1,35.74246023,139.5770483,03-3921-9128,
西大泉児童館,練馬区西大泉3-21-16,35.75966965,139.5788581,03-3924-9537,
北大泉児童館,練馬区大泉町4-15-15,35.76306073,139.60015330000002,03-3921-4856,
栄町保育園,練馬区栄町40-7,35.73960219,139.6710413,03-3994-3285,
豊玉第四保育園,練馬区豊玉中1-9-11,35.73080466,139.6613958,03-3948-2391,
豊玉保育園,練馬区豊玉中4-13-6,35.73263144,139.65015019999998,03-3991-4484,
豊玉第三保育園,練馬区豊玉南3-32-37,35.72928758,139.6495081,03-3991-6762,
豊玉第二保育園,練馬区豊玉北6-17-9,35.73597192,139.64993159999997,03-3992-3322,
桜台第二保育園,練馬区桜台3-39-17,35.74603655,139.66320290000002,03-3993-5126,
桜台保育園,練馬区桜台5-41-12,35.74438083,139.6573112,03-3993-6735,
練馬保育園,練馬区練馬2-13-3,35.74220294,139.65141709999997,03-3991-5133,
向山保育園,練馬区向山1-5-7,35.73781894,139.6422001,03-3970-6088,
貫井第二保育園,練馬区貫井4-13-4,35.74098934,139.6314638,03-3990-8291,
貫井保育園,練馬区貫井4-24-9,35.742196,139.62737380000002,03-3990-3320,
氷川台第二保育園,練馬区氷川台2-16-14,35.75679545,139.6673276,03-3932-6227,
氷川台保育園,練馬区氷川台4-47-12,35.75275197,139.6640449,03-3931-2603,
平和台保育園,練馬区平和台2-18-14,35.76021541,139.6615056,03-3932-1484,
早宮保育園,練馬区早宮3-13-31,35.75016923,139.6531991,03-3993-3151,
春日町第三保育園,練馬区春日町5-30-5,35.75111098,139.6387908,03-3926-5461,
春日町第二保育園,練馬区春日町1-29-8,35.75190085,139.6464682,03-3990-3325,
春日町保育園,練馬区春日町5-17-10,35.74636194,139.6376534,03-3990-1843,
高松保育園,練馬区高松3-24-27,35.75000131,139.6251604,03-3999-7910,
北町第二保育園,練馬区北町1-19-17,35.76425315,139.6678795,03-3931-3318,
北町保育園,練馬区北町3-3-14,35.767423799999996,139.6556458,03-3933-6497,
田柄第二保育園,練馬区田柄2-6-22,35.76360908,139.64476059999998,03-3938-8100,
田柄保育園,練馬区田柄4-36-4,35.76683961,139.6377424,03-3939-4519,
光が丘保育園,練馬区光が丘1-3-104,35.76843957,139.6388875,03-3975-7139,
光が丘第二保育園,練馬区光が丘1-6-3-101,35.76780947,139.6358114,03-3977-1311,
光が丘第九保育園,練馬区光が丘2-4-9,35.76304131,139.6331012,03-3976-9011,
光が丘第十一保育園,練馬区光が丘2-4-11-101,35.76382746,139.6327675,03-5997-6021,
光が丘第七保育園,練馬区光が丘2-7-4-105,35.7610823,139.6313721,03-3976-7291,
光が丘第三保育園,練馬区光が丘3-3-2-101,35.75590355,139.6271245,03-3976-4551,
光が丘第十保育園,練馬区光が丘3-7-3-101,35.758108899999996,139.6307849,03-5997-6011,
光が丘第八保育園,練馬区光が丘5-2-3,35.75899495,139.62713469999997,03-3979-9215,
光が丘第四保育園,練馬区光が丘7-3-1-102,35.75627838,139.62574109999997,03-3976-1562,
光が丘第五保育園,練馬区光が丘7-3-3-101,35.75579931,139.6248509,03-3976-6316,
光が丘第六保育園,練馬区光が丘7-7-2-101,35.75812127,139.6233364,03-3976-6321,
旭町第二保育園,練馬区旭町1-33-22-107,35.76622719,139.62478769999998,03-3977-1611,
旭町保育園,練馬区旭町3-11-6,35.77429304,139.6250324,03-3938-3680,
土支田保育園,練馬区土支田2-32-8,35.76362736,139.6136239,03-3925-4787,
富士見台こぶし保育園,練馬区富士見台3-10-1,35.73863488,139.624377,03-3926-1071,
南田中第二保育園,練馬区南田中3-31-4,35.73896738,139.6177314,03-3997-3568,
南田中保育園,練馬区南田中5-25-16,35.73892257,139.613291,03-3996-7800,
高野台保育園,練馬区高野台3-25-17,35.74442935,139.6124597,03-3996-4615,
谷原保育園,練馬区谷原5-16-41,35.75050963,139.6107845,03-3996-0020,
石神井町さくら保育園,練馬区石神井町7-25-45,35.74418607,139.59934740000003,03-3997-0070,
石神井町つつじ保育園,練馬区石神井町8-1-10,35.74533972,139.6016732,03-3997-8646,
石神井台保育園,練馬区石神井台2-18-13,35.73569585,139.5898354,03-3995-8271,
石神井台第二保育園,練馬区石神井台6-2-10,35.74015948,139.58607759999998,03-3925-8301,
上石神井第二保育園,練馬区上石神井1-5-3,35.72564673,139.5920183,03-3929-3247,
上石神井第三保育園,練馬区石神井台4-5-20,35.73169851,139.5846438,03-3928-1451,
上石神井保育園,練馬区上石神井4-21-3,35.72991977,139.5879852,03-3920-3567,
下石神井第三保育園,練馬区下石神井6-8-15,35.73363491,139.6036463,03-3904-3061,
関町保育園,練馬区関町南3-9-29,35.72120889,139.5817731,03-3929-2600,
関町第二保育園,練馬区関町北3-20-30,35.72557023,139.57035190000002,03-3928-1487,
関町第三保育園,練馬区関町北5-4-12,35.73265403,139.57467590000002,03-3929-3285,
東大泉保育園,練馬区東大泉3-60-2-101,35.75638644,139.59044450000002,03-3924-0966,
東大泉第二保育園,練馬区東大泉7-20-1,35.74260481,139.577047,03-3921-9126,
西大泉保育園,練馬区西大泉3-21-16,35.75953203,139.5788621,03-3924-9500,
南大泉保育園,練馬区南大泉5-26-7,35.75117272,139.57312050000002,03-3921-4851,
北大泉保育園,練馬区大泉町4-15-15,35.76292508,139.6001532,03-3921-4852,
大泉学園保育園,練馬区大泉学園町8-9-5,35.77263126,139.5927931,03-3922-3811,
東大泉第三保育園,練馬区東大泉2-42-5,35.75423315,139.59240280000003,03-3922-0550,
子ども家庭支援センター「こどものへや」,江戸川区船堀4丁目2番5号　勤労福祉会館内1階,35.685187,139.86533369999998,03-3877-2460,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kosodate/kateishien.html
共育プラザ南小岩「子育てひろば」,江戸川区南小岩4丁目5番8号,35.7209228,139.8857753,03-3673-2206,http://www.city.edogawa.tokyo.jp/plaza_minamikoiwa/index.html
共育プラザ一之江・子育てひろば,江戸川区一之江3丁目13番7号,35.6898376,139.8843134,03-3652-5911,http://www.city.edogawa.tokyo.jp/plaza_ichinoe/index.html
共育プラザ小岩・子育てひろば,江戸川区北小岩2丁目14番17号,35.7400201,139.88482390000001,03-3672-0604,http://www.city.edogawa.tokyo.jp/plaza_koiwa/index.html
共育プラザ平井・子育てひろば,江戸川区平井7丁目21番6号,35.714537899999996,139.8401941,03-3618-4031,http://www.city.edogawa.tokyo.jp/plaza_hirai/index.html
共育プラザ葛西・子育てひろば,江戸川区宇喜田町175番地,35.6734073,139.8608207,03-3688-8611,http://www.city.edogawa.tokyo.jp/plaza_kasai/index.html
中央健康サポートセンター・子育てひろば,江戸川区中央4丁目24番19号,35.709653499999995,139.86830869999997,03-5661-2467,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kenkofukushi/kenko/chuo.html
清新町健康サポートセンター・子育てひろば,江戸川区清新町1丁目3番11号,35.663032,139.8558199,03-3878-1221,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kenkofukushi/kenko/seishincho.html
鹿骨健康サポートセンター・子育てひろば,江戸川区鹿骨1丁目55番10号,35.709714500000004,139.8905373,03-3678-8711,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kenkofukushi/kenko/shishibone.html
小松川健康サポートセンター・子育てひろば,江戸川区小松川3丁目6番1号,35.6963211,139.8487507,03-3683-5531,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kenkofukushi/kenko/komatsugawa.html
ベーテルひろば（NPO法人）,江戸川区東葛西8-11-33 エストパル1C号室,35.65673220000001,139.8769016,03-3686-8350,http://tokyo-bethel.org/
中葛西子育てひろば,江戸川区中葛西1丁目2番8号　宇喜田ホームズ中庭（1階）,35.668999400000004,139.86810369999998,,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kosodate/hiroba/hiroba.html
臨海らっこルーム,江戸川区臨海町5丁目1番2号　都営臨海町5丁目アパート2号棟1,35.6430257,139.86913930000003,03-3686-2340,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kosodate/hiroba/rinkairakko.html
堀江らっこルーム,江戸川区南葛西3丁目16番8号　公社堀江住宅8号棟1階,35.64801729999999,139.8705514,03-3688-7416,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kosodate/hiroba/horierakko.html
共育プラザ南篠崎・子育てひろば,江戸川区南篠崎町3丁目12番8号,35.6966719,139.8989531,03-3678-8241,http://www.city.edogawa.tokyo.jp/plaza_minamishinozaki/index.html
小岩健康サポートセンター・子育てひろば,江戸川区東小岩3丁目23番3号,35.7338719,139.894124,03-3658-3171,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kenkofukushi/kenko/koiwa.html
東部健康サポートセンター・子育てひろば,江戸川区瑞江2丁目5番7号（東部フレンドホール3階）,35.6940377,139.89787030000002,03-3678-6441・6442・6443,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kenkofukushi/kenko/tobu.html
葛西健康サポートセンター・子育てひろば,江戸川区中葛西3丁目10番1号,35.6658143,139.8695256,03-3688-0154,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kenkofukushi/kenko/kasai.html
なぎさ健康サポートセンター・子育てひろば,江戸川区南葛西7丁目1番27号,35.645736299999996,139.8812814,03-5675-2515,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kenkofukushi/kenko/nagisa.html
グリーンパレス,江戸川区松島1丁目38番1号,35.7058267,139.8662522,03-3653-5151,http://www.city.edogawa.tokyo.jp/shisetsuguide/bunya/kosodate/hiroba/greenpalace.html
家庭福祉員 志村純子,東村山市栄町3-11-20,35.746678,139.46781399999998,042-393-0334,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/fukushi-shimura/index.html
家庭福祉員 田中浩美,東村山市久米川町2-41-20,35.765364,139.483095,042-397-9998,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/fukushi-tanaka/index.html
ニチイキッズ東村山保育園,東村山市栄町3-5-11プロスパートウマ１階,35.748976,139.467074,042-390-0072,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/nichiikid/index.html
りんごっこ駅前保育園,東村山市野口町1-2-3,35.762319,139.465661,042-397-1381,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/ringokkoekimahoikuen/index.html
りんごっこ久米川駅前保育園,東村山市栄町1-10-1,35.748587,139.474278,042-313-0135,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/ringokko-kume/index.html
みゆき保育所,東村山市秋津町5-4-13,35.780171,139.494231,042-313-3337,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/miyukihoikujyo/index.html
せいしん保育室　Bee On Clover(ビーオンクローバー),東村山市野口町1-46　ワンズタワー2階,35.759951,139.46530800000002,042-306-0181,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/seisinhoikushitsu/index.html
しんあきつ保育園,東村山市秋津町5-12-65,35.64379,139.29376000000002,042-306-4331,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/shinakitsu/index.html
ことり保育室,東村山市野口町3-13-15,35.763471,139.454998,042-393-2053,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/kotorihoikushitu/index.html
こひつじ園,東村山市青葉町3-9-33,35.767852000000005,139.495141,042-394-9628,http://www/city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/kohituzien/index.html
第1化成児童クラブ,東村山市諏訪町1-4-1,35.76566,139.464662,042-393-9999,
第2化成児童クラブ,東村山市諏訪町1-4-31,35.765386,139.46466,042-393-9210,
第1・第2萩山児童クラブ,東村山市萩山町4-16-5,35.743053,139.478556,042-397-1157,
南台児童クラブ,東村山市富士見町1-16-1,35.744533000000004,139.45644099999998,042-392-2863,
第1・第2青葉児童クラブ,東村山市青葉町2-35-11,35.76565,139.488814,042-397-1155,
第1・第2東萩山児童クラブ,東村山市萩山町5-7-1,35.74569,139.47854099999998,042-394-1242,
第1久米川児童クラブ,東村山市久米川町4-11-19,35.761727,139.47297700000001,042-395-2002,
第2久米川児童クラブ,東村山市久米川町4-11-22,35.762164,139.473026,042-395-9116,
第1回田児童クラブ,東村山市廻田町3-12-6,35.757562,139.447583,042-395-4065,
第2回田児童クラブ,東村山市廻田町3-28-1回田小学校内,35.758924,139.446011,042-395-2006,
第1・第2秋津東児童クラブ,東村山市秋津町4-35-68,35.774659,139.489317,042-393-5175,
第1・第2野火止児童クラブ,東村山市恩多町5-45-4,35.756782,139.487013,042-397-1156,
久米川東児童クラブ,東村山市久米川町2-44-3,35.766246,139.48146100000002,042-395-1172,
富士見児童クラブ,東村山市富士見町5-4-56,35.747267,139.457971,042-394-5396,
秋津児童館,東村山市秋津町3-51-25,35.773354,139.483473,042-397-1150,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/jidokan/akitsu-j-institution/index.html
栄町児童館,東村山市栄町3-14-1,35.746939000000005,139.469128,042-397-1151,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/jidokan/sakaemachi/index.html
富士見児童館,東村山市富士見町5-4-51,35.746621999999995,139.462826,042-397-1152,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/jidokan/fujimi/index.html
北山児童館,東村山市野口町3-26-2,35.765079,139.453365,042-397-1153,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/jidokan/kitayama/index.html
本町児童館,東村山市本町4-19-26,35.7537,139.474642,042-397-1154,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/jidokan/honcho/index.html
ファミリー・サポート・センター,東村山市野口町1-25-15地域福祉センター2階,35.758319,139.46423000000001,042-393-5137,http://www.city.higashimurayama.tokyo.jp/kosodate/shien/f-1/index.html
子ども家庭支援センター,東村山市本町1-2-3いきいきプラザ3階,35.754202,139.468257,042-390-2271,http://www.city.higashimurayama.tokyo.jp/kosodate/sodan/kosodate/index.html
子育て総合支援センター(ころころの森),東村山市野口町1-25-15,35.758305,139.464228,042-395-7280,http://r.goope.jp/corocoronomori
市立第一保育園,東村山市本町4-15-16,35.753339000000004,139.473406,042-395-8955,http://www.city.higashimurayama.tokyo.jp/kosodate/kyouikuhoikushisetsu/hoikujyo/shisetsuichiran/kouritsuhoikujyo/daiichihoikuen/index.html
市立第二保育園,東村山市萩山町1-36-1,35.737546,139.48343300000002,042-341-1507,http://www.city.higashimurayama.tokyo.jp/kosodate/kyouikuhoikushisetsu/hoikujyo/shisetsuichiran/kouritsuhoikujyo/daiichihoikuen/index.html
市立第三保育園,東村山市多摩湖1-23-4,35.763704,139.45216000000002,042-394-5800,http://www.city.higashimurayama.tokyo.jp/kosodate/kyouikuhoikushisetsu/hoikujyo/shisetsuichiran/kouritsuhoikujyo/daisanhoikuen/index.html
市立第四保育園,東村山市美住町1-4-19,35.749277,139.464847,042-394-1211,http://www.city.higashimurayama.tokyo.jp/kosodate/kyouikuhoikushisetsu/hoikujyo/shisetsuichiran/kouritsuhoikujyo/daiyonhoikuen/index.html
市立第五保育園,東村山市秋津町4-25-15,35.779283,139.48512,042-394-1452,http://www.city.higashimurayama.tokyo.jp/kosodate/kyouikuhoikushisetsu/hoikujyo/shisetsuichiran/kouritsuhoikujyo/daigohoikuen/index.html
市立第六保育園,東村山市久米川町4-4-10,35.761185,139.47215,042-395-3711,http://www.city.higashimurayama.tokyo.jp/kosodate/kyouikuhoikushisetsu/hoikujyo/shisetsuichiran/kouritsuhoikujyo/dairokuhoikuen/index.html
市立第七保育園,東村山市栄町1-36-51,35.752596999999994,139.477225,042-394-6267,http://www.city.higashimurayama.tokyo.jp/kosodate/kyouikuhoikushisetsu/hoikujyo/shisetsuichiran/kouritsuhoikujyo/dainanahoikuen/index.html
私立つぼみ保育園,東村山市富士見町2-2-2,35.744921999999995,139.451777,042-393-6400,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/tsubomihoikuen/index.html
私立久米川保育園,東村山市萩山町5-6-1,35.746978000000006,139.479416,042-394-4032,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/kumegawahoikuen/index.html
私立花さき保育園,東村山市青葉町4-1-1,35.763056,139.497122,042-394-9976,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/hanasakihoikuen/index.html
私立東たいてん保育園,東村山市多摩湖1-14-2,35.762023,139.44850300000002,042-394-4353,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/higashitaiten/index.html
私立ふじみ保育園,東村山市富士見町2-7-5,35.740203,139.452535,042-394-9936,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/fujimihoikuen/index.html
私立わくわく保育園,東村山市久米川町1-38-4,35.768113,139.48527099999998,042-396-9022,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/wakuwakuhoikuen/index.html
私立りんごっこ保育園(本園),東村山市恩多町1-55-7,35.751795,139.48854,042-394-2327,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/ringokkohoikuen/index.html
私立りんごっこ保育園(分園),東村山市栄町1-18-5,35.749404999999996,139.47746,042-394-2327,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/ringokkohoikuen/index.html
私立つばさ保育園,東村山市本町2-22-3,35.759199,139.469014,042-395-2506,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/tsubasahoikuen/index.html
私立ほんちょう保育園,東村山市本町3-43-1,35.755568,139.470485,042-399-2100,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/honchouhoikuen/index.html
私立八国山保育園(本園),東村山市野口町1-5-6,35.764115000000004,139.465775,042-391-0128,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/hachikokuyamahoikuen/index.html
私立八国山保育園(分園),東村山市野口町1-6-10-1F,35.764323,139.464898,042-391-0197,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/hachikokuyamahoikuen/index.html
私立青葉さくら保育園,東村山市青葉町1-7-68,35.757831,139.49177,042-390-1190,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/aobasakurahoikuen/index.html
私立あいあい保育園,東村山市久米川町2-44-2,35.766438,139.481603,042-398-5131,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/aiaihoikuen/index.html
私立東村山むさしの保育園(東村山むさしの第二認定こども園),東村山市廻田町2-14-1,35.754575,139.44900900000002,042-394-4536,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/musashinohoikuen/index.html
いづみ愛児園,東村山市栄町1-37-28,35.751425,139.477836,042-395-0739,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/idumiaijien/index.html
空飛ぶ三輪車,東村山市野口町3-7-5,35.761932,139.45606,042-394-8971,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/soratobusanrinsya/index.html
空飛ぶ三輪車秋津保育所,東村山市秋津町4-30-3,35.777525,139.485901,042-395-8645,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/soratobu-akitsu/index.html
ソラスト東村山,東村山市野口町1-8-23,35.763388,139.464456,042-393-3161,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/sorasutohigashi/index.html
ひまわり保育室,東村山市青葉町2-22-5,35.763695,139.488813,080-2274-8580,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/himawarihoiku/index.html
幼児教室すずめ,東村山市本町2-22-3,35.759199,139.468989,042-395-7322,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/youji-suzume/index.html
ひまわりママ,東村山市青葉町2-22-5,35.763732,139.488845,080-2274-8580,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/himawarimama/index.html
認定こども園　秋津幼稚園,東村山市秋津町4-9-10,35.777353000000005,139.48449,042-391-5464,http://www.city.higashimurayama.tokyo.jp/shisetsu/hoikuen/hoikushisetsu/ninteiakitu/index.html
武蔵野台クラブ ,東京都福生市武蔵野台1-12-2,35.746790999999995,139.33393,042-551-6732,
たんぽぽクラブ,東京都福生市熊川559-1,35.724090000000004,139.337734,042-552-0717,
臨時第2たんぽぽクラブ,東京都福生市熊川623,35.72477985,139.33635433,042-553-9402,
熊川クラブ,東京都福生市熊川1143-1　都営熊川アパート23号棟1階,35.730164,139.341226,042-539-1587,
さくらクラブ,東京都福生市牛浜163,35.733801,139.337253,042-552-8255,
わかぎりクラブ,東京都福生市福生1280-1,35.746204999999996,139.320818,042-551-8165,
わかたけクラブ,東京都福生市熊川199-1,35.718125,139.335006,042-552-0445,
亀の子クラブ,東京都福生市加美平1-20-6,35.7504,139.325401,042-552-0446,
田園クラブ,東京都福生市南田園3-6-1,35.730086,139.33101499999998,042-553-3756,
臨時第2田園クラブ,東京都福生市北田園1-1-1,35.7324137,139.3274775,042-551-4690,
私立福生保育園,東京都福生市福生1058-11,35.7428,139.325508,042-551-0152,
私立熊川保育園,東京都福生市熊川 597-1,35.726407,139.337123,042-551-0632,
私立すみれ保育園,東京都福生市福生959-8,35.746520000000004,139.328531,042-513-3410,
